,Cond.,Rho12,a.p.cs,b.s,cp.p.cs,K,beta,postVar,Method,a.para,cp.para,b.para,beta.para,a.bias,cp.bias,b.bias,ab.bias,beta.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta.Ebias,a.empSE,cp.empSE,b.empSE,beta.empSE,a.meanSE,cp.meanSE,b.meanSE,beta.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta.power,beta.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
1,Cond1,0.45,0,0,0,5,0,1,1,0,0,0,0,-0.006190946,-0.00038027,-0.001134423,4.76E-05,0.003477716,-0.006190946,-0.00038027,-0.001134423,4.76E-05,0.003477716,0.065956449,0.084673878,0.068122617,0.107925954,0.066023515,0.07156638,0.065849913,0.085115011,0.001016829,-0.154799779,-0.033361958,-0.211357343,0.929440389,0.901216545,0.915328467,0.898296837,1,NA,0.070559611,NA,0.098783455,NA,0.084671533,NA,0.101703163,NA,0.000486618,1,0.411
2,Cond2,0.45,0,0,0.6,5,0,1,1,0,0.3,0,0,0.003556175,-0.005400524,0.000206534,-0.001270698,0.003380509,0.003556175,-0.009000874,0.000206534,-0.001270698,0.003380509,0.067349885,0.077369031,0.06770829,0.09976888,0.066051036,0.067128655,0.065533935,0.078962083,-0.019285082,-0.132357552,-0.032113572,-0.208549975,0.923151281,0.88738521,0.92121798,0.901401643,1,NA,0.076848719,0.960367327,NA,NA,0.07878202,NA,0.098598357,NA,0.000966651,1,0.4138
3,Cond3,0.45,0,0.3,0,5,0,1,1,0,0,0.3,0,0.00073278,0.004415292,-0.005810903,0.0002974,-0.002366639,0.00073278,0.004415292,-0.019369675,0.0002974,-0.002366639,0.066074669,0.080545365,0.064405243,0.103534296,0.06550638,0.071611807,0.062163325,0.08537004,-0.008600707,-0.110913369,-0.034809556,-0.17544193,0.922102299,0.906616612,0.916001877,0.89770061,0.999530737,NA,0.077897701,NA,0.093383388,0.986860629,NA,NA,0.10229939,NA,0.050680432,1,0.4262
4,Cond4,0.45,0,0.3,0.6,5,0,1,1,0,0.3,0.3,0,0.000899127,-0.00454727,-0.003440813,-0.001091889,0.001808624,0.000899127,-0.007578783,-0.011469377,-0.001091889,0.001808624,0.066012771,0.078049565,0.06303709,0.104051297,0.064699162,0.067527888,0.061281347,0.080989971,-0.019899319,-0.134807635,-0.027852534,-0.221634206,0.925237879,0.896239239,0.9157227,0.888083371,1,NA,0.074762121,0.952424105,NA,0.989578614,NA,NA,0.111916629,NA,0.048028999,1,0.4414
5,Cond5,0.45,0.6,0,0,5,0,1,1,0.3,0,0,0,-0.013126665,-0.001843175,0.001602353,0.000784951,-0.00402779,-0.021877776,-0.001843175,0.001602353,0.000784951,-0.00402779,0.064501516,0.08611765,0.07419003,0.103236258,0.062249811,0.078113056,0.072109299,0.08771693,-0.034909344,-0.092949518,-0.028045972,-0.150328267,0.91884058,0.914975845,0.918357488,0.911594203,1,0.983574879,NA,NA,0.085024155,NA,0.081642512,NA,0.088405797,NA,0.042995169,1,0.414
6,Cond6,0.45,0.6,0,0.6,5,0,1,1,0.3,0.3,0,0,-0.007953739,-0.001176449,-0.002115474,-0.002735611,0.001787684,-0.013256231,-0.001960748,-0.002115474,-0.002735611,0.001787684,0.062787529,0.088285333,0.070948779,0.10602606,0.060890079,0.07283621,0.070984296,0.08063086,-0.030220172,-0.174990821,0.000500606,-0.239518476,0.915377616,0.887625114,0.926751592,0.900363967,1,0.989990901,NA,0.943130118,NA,NA,0.073248408,NA,0.099636033,NA,0.047315742,1,0.4396
7,Cond7,0.45,0.6,0.3,0,5,0,1,1,0.3,0,0.3,0,-0.0084073,0.006581532,-0.00252465,-0.003422202,0.001233095,-0.014012167,0.006581532,-0.008415501,-0.019012234,0.001233095,0.062400529,0.088050626,0.071159711,0.109042516,0.06113924,0.076904088,0.067640065,0.084741534,-0.020212799,-0.12659238,-0.049461209,-0.222857862,0.924159855,0.906448683,0.922343324,0.897820163,0.993642144,0.98955495,NA,NA,0.093551317,0.972297911,NA,NA,0.102179837,0.92506812,NA,1,0.4404
8,Cond8,0.45,0.6,0.3,0.6,5,0,1,1,0.3,0.3,0.3,0,-0.011266795,-0.003241662,-0.002979056,-0.005840899,-0.002044775,-0.018777992,-0.00540277,-0.009930188,-0.032449437,-0.002044775,0.063410625,0.081718113,0.068704427,0.092178626,0.061011274,0.069435848,0.065180464,0.075706225,-0.037838315,-0.150300404,-0.051291643,-0.178700871,0.91717524,0.887532694,0.911072363,0.903225806,0.992589364,0.988230166,NA,0.947689625,NA,0.972537053,NA,NA,0.096774194,0.953792502,NA,1,0.4588
9,Cond9,0.9,0,0,0,5,0,1,1,0,0,0,0,0.000305955,0.000581218,0.003223524,0.0001338,0.002857063,0.000305955,0.000581218,0.003223524,0.0001338,0.002857063,0.067393788,0.080665572,0.067527266,0.100013429,0.065258728,0.072029426,0.066220865,0.084698675,-0.031680366,-0.107061117,-0.019346274,-0.153126969,0.912560386,0.899516908,0.922222222,0.903864734,1,NA,0.087439614,NA,0.100483092,NA,0.077777778,NA,0.096135266,NA,0,1,0.414
10,Cond10,0.9,0,0,0.6,5,0,1,1,0,0.3,0,0,0.003114892,-0.004396662,-0.001808338,-0.001050488,0.003026858,0.003114892,-0.00732777,-0.001808338,-0.001050488,0.003026858,0.067110674,0.074129014,0.067868553,0.096062552,0.065518421,0.06708901,0.06525247,0.080424086,-0.023725776,-0.094969628,-0.038546321,-0.162794609,0.918493804,0.899904671,0.918970448,0.905624404,1,NA,0.081506196,0.954242135,NA,NA,0.081029552,NA,0.094375596,NA,0.001429933,1,0.4196
11,Cond11,0.9,0,0.3,0,5,0,1,1,0,0,0.3,0,0.000900501,-2.60E-06,-0.001250248,9.54E-05,-0.002353601,0.000900501,-2.60E-06,-0.004167492,9.54E-05,-0.002353601,0.067986026,0.080472545,0.06595031,0.103766092,0.065471971,0.071745776,0.061670708,0.086597094,-0.036978997,-0.108444053,-0.064891308,-0.165458657,0.909005186,0.90193305,0.906176332,0.911834041,1,NA,0.090994814,NA,0.09806695,0.987270156,NA,NA,0.088165959,NA,0.053748232,1,0.4242
12,Cond12,0.9,0,0.3,0.6,5,0,1,1,0,0.3,0.3,0,0.002934247,-0.009297162,-0.00185673,-0.000613228,-0.002684373,0.002934247,-0.015495271,-0.006189101,-0.000613228,-0.002684373,0.068248032,0.079853365,0.063835988,0.099685296,0.065676339,0.066351491,0.062148139,0.078554208,-0.037681561,-0.169083347,-0.026440397,-0.211977989,0.923215088,0.89986529,0.916928604,0.893578806,1,NA,0.076784912,0.955994612,NA,0.984732824,NA,NA,0.106421194,NA,0.053884149,1,0.4454
13,Cond13,0.9,0.6,0,0,5,0,1,1,0.3,0,0,0,-0.011142098,-0.000397555,0.000347901,2.24E-05,0.003735525,-0.018570164,-0.000397555,0.000347901,2.24E-05,0.003735525,0.064146708,0.086317639,0.072337531,0.102257012,0.061697202,0.077469666,0.071659836,0.086269894,-0.038185999,-0.102504803,-0.009368518,-0.156342511,0.913043478,0.910997442,0.926342711,0.916112532,1,0.988746803,NA,NA,0.089002558,NA,0.073657289,NA,0.083887468,NA,0.04398977,1,0.391
14,Cond14,0.9,0.6,0,0.6,5,0,1,1,0.3,0.3,0,0,-0.003524062,-0.006156515,-0.000706319,-0.00153735,0.000858045,-0.005873437,-0.010260859,-0.000706319,-0.00153735,0.000858045,0.063677506,0.08244191,0.073619179,0.106754827,0.061557131,0.072642935,0.070815881,0.081542439,-0.033298651,-0.118859149,-0.038078357,-0.236170942,0.913104744,0.902771254,0.921559418,0.892907468,1,0.988257398,NA,0.940347581,NA,NA,0.078440582,NA,0.107092532,NA,0.052137154,1,0.4258
15,Cond15,0.9,0.6,0.3,0,5,0,1,1,0.3,0,0.3,0,-0.008597532,-0.001993165,0.002127079,-0.000651491,0.004068461,-0.014329219,-0.001993165,0.007090264,-0.003619396,0.004068461,0.063516968,0.087118689,0.070367424,0.104181572,0.061128049,0.077392122,0.06714399,0.084744444,-0.037610733,-0.111647304,-0.045808607,-0.186569733,0.913793103,0.900745573,0.911929171,0.904473439,0.995340168,0.993476235,NA,NA,0.099254427,0.978564772,NA,NA,0.095526561,0.932898416,NA,1,0.4292
16,Cond16,0.9,0.6,0.3,0.6,5,0,1,1,0.3,0.3,0.3,0,-0.004215772,-0.008646019,-0.001145555,-0.002977872,0.000446495,-0.007026286,-0.014410032,-0.003818516,-0.016543733,0.000446495,0.063295039,0.080481916,0.069814716,0.09706897,0.060915304,0.06870484,0.064766067,0.075111488,-0.037597496,-0.146331962,-0.07231497,-0.226204956,0.917894737,0.883368421,0.903157895,0.888842105,0.996631579,0.987368421,NA,0.952421053,NA,0.970105263,NA,NA,0.111157895,0.948210526,NA,1,0.475
17,Cond17,0.45,0,0,0,5,0.1,1,1,0,0,0,0.1,-0.00556843,0.002111849,0.002435163,0.000204513,-0.005460765,-0.00556843,0.002111849,0.002435163,0.000204513,-0.054607646,0.066939535,0.090582013,0.067416572,0.128886558,0.064880517,0.072050441,0.065754374,0.084646282,-0.030759365,-0.204583352,-0.024655619,-0.34324973,0.92047619,0.907142857,0.919047619,0.906666667,1,NA,0.07952381,NA,0.092857143,NA,0.080952381,0.33,NA,NA,0.000952381,1,0.42
18,Cond18,0.45,0,0,0.6,5,0.1,1,1,0,0.3,0,0.1,0.00690516,-0.009320777,0.000385564,-0.001353932,-0.002420748,0.00690516,-0.015534629,0.000385564,-0.001353932,-0.024207476,0.066079858,0.080562007,0.066691889,0.106643027,0.065703331,0.067389101,0.065490349,0.079603809,-0.005698058,-0.163512634,-0.018016287,-0.253548863,0.929706307,0.891670679,0.925373134,0.895522388,1,NA,0.070293693,0.954260953,NA,NA,0.074626866,0.376504574,NA,NA,0,1,0.4154
19,Cond19,0.45,0,0.3,0,5,0.1,1,1,0,0,0.3,0.1,0.008227291,0.003437759,-0.001690643,0.002180254,0.000820492,0.008227291,0.003437759,-0.005635475,0.002180254,0.008204922,0.066483172,0.083244971,0.065586333,0.102781575,0.06540427,0.071033104,0.06210321,0.083885449,-0.016228192,-0.14669796,-0.053107442,-0.183847411,0.928101504,0.90037594,0.908834586,0.916353383,1,NA,0.071898496,NA,0.09962406,0.989191729,NA,0.346334586,NA,NA,0.054511278,1,0.4256
20,Cond20,0.45,0,0.3,0.6,5,0.1,1,1,0,0.3,0.3,0.1,-0.007210374,-0.004321992,-0.002057643,-0.003307327,-0.001162354,-0.007210374,-0.007203319,-0.006858808,-0.003307327,-0.011623536,0.067278691,0.076293481,0.063329542,0.095676424,0.064500314,0.066265462,0.061254908,0.078858369,-0.041296536,-0.131440052,-0.032759341,-0.175780561,0.914180817,0.90087196,0.918770078,0.90087196,1,NA,0.085819183,0.961909133,NA,0.989444699,NA,0.372189078,NA,NA,0.05553006,1,0.4358
21,Cond21,0.45,0.6,0,0,5,0.1,1,1,0.3,0,0,0.1,-0.013525815,6.88E-05,-0.00043795,-0.000300426,-0.004624216,-0.022543025,6.88E-05,-0.00043795,-0.000300426,-0.046242159,0.062493121,0.085969472,0.072762295,0.107009654,0.06161786,0.078455834,0.071171815,0.088854382,-0.014005731,-0.087398904,-0.021858576,-0.169660136,0.923923924,0.907407407,0.921421421,0.908908909,1,0.985485485,NA,NA,0.092592593,NA,0.078578579,0.307307307,NA,NA,0.052052052,1,0.3996
22,Cond22,0.45,0.6,0,0.6,5,0.1,1,1,0.3,0.3,0,0.1,-0.008531117,-0.004456915,-0.002399219,-0.002541671,-0.001566051,-0.014218528,-0.007428192,-0.002399219,-0.002541671,-0.015660512,0.063703953,0.082056289,0.073550237,0.097607331,0.061488213,0.072402998,0.070320272,0.080424771,-0.034781835,-0.117642299,-0.043915095,-0.176037594,0.913824885,0.900460829,0.914285714,0.903225806,1,0.986175115,NA,0.939170507,NA,NA,0.085714286,0.351152074,NA,NA,0.056221198,1,0.434
23,Cond23,0.45,0.6,0.3,0,5,0.1,1,1,0.3,0,0.3,0.1,-0.006842124,-0.007459179,-0.002279662,-0.002866818,-0.005754623,-0.011403539,-0.007459179,-0.007598872,-0.015926767,-0.057546231,0.062236099,0.087728032,0.069841809,0.111723527,0.060821863,0.076337655,0.06724264,0.086065804,-0.022723734,-0.129837373,-0.037215095,-0.229653713,0.919829222,0.907020873,0.918880455,0.90370019,0.993358634,0.990037951,NA,NA,0.092979127,0.977229602,NA,0.318785579,NA,0.937381404,NA,1,0.4216
24,Cond24,0.45,0.6,0.3,0.6,5,0.1,1,1,0.3,0.3,0.3,0.1,-0.00331337,-0.009123958,0.001542784,-0.000788743,-0.003204297,-0.005522283,-0.015206597,0.005142614,-0.004381904,-0.032042974,0.061983957,0.079766321,0.068471023,0.09248454,0.060611761,0.069800484,0.064673083,0.077086759,-0.022137915,-0.124937901,-0.055467847,-0.166490329,0.914821124,0.884156729,0.911413969,0.894804089,0.997870528,0.988074957,NA,0.940800681,NA,0.981260647,NA,0.374361158,NA,0.961669506,NA,1,0.4696
25,Cond25,0.9,0,0,0,5,0.1,1,1,0,0,0,0.1,-6.90E-05,-0.003600814,0.002979491,0.00012709,-0.001601325,-6.90E-05,-0.003600814,0.002979491,0.00012709,-0.016013247,0.066052742,0.085770453,0.06747583,0.102725232,0.065173772,0.071757734,0.065413436,0.083689649,-0.013307101,-0.163374671,-0.030564934,-0.185305817,0.927927928,0.898530109,0.916073969,0.917496444,1,NA,0.072072072,NA,0.101469891,NA,0.083926031,0.340445709,NA,NA,0.000474158,1,0.4218
26,Cond26,0.9,0,0,0.6,5,0.1,1,1,0,0.3,0,0.1,0.003305805,-0.008862694,-0.000164135,-0.001676222,-0.005675876,0.003305805,-0.014771157,-0.000164135,-0.001676222,-0.056758761,0.068216728,0.075365609,0.068373677,0.096081114,0.065612236,0.067307031,0.064982089,0.080109451,-0.038179668,-0.106926466,-0.049603701,-0.166231035,0.912139821,0.901747756,0.905054322,0.903164856,1,NA,0.087860179,0.959376476,NA,NA,0.094945678,0.341993387,NA,NA,0.0014171,1,0.4234
27,Cond27,0.9,0,0.3,0,5,0.1,1,1,0,0,0.3,0.1,0.007926697,0.00167741,-0.000647876,0.002207447,-0.002492386,0.007926697,0.00167741,-0.002159588,0.002207447,-0.024923858,0.069539085,0.084436874,0.063268213,0.102127936,0.064792076,0.071283907,0.062534009,0.08398978,-0.068263889,-0.155772787,-0.011604633,-0.177602298,0.912332838,0.902426944,0.916295196,0.913323427,1,NA,0.087667162,NA,0.097573056,0.988112927,NA,0.333333333,NA,NA,0.054977712,1,0.4038
28,Cond28,0.9,0,0.3,0.6,5,0.1,1,1,0,0.3,0.3,0.1,-0.001911271,-0.01022695,-0.002012834,-0.002135684,0.001920915,-0.001911271,-0.017044916,-0.006709446,-0.002135684,0.019209155,0.067643858,0.078423555,0.064620389,0.102527794,0.065037006,0.067321273,0.061667514,0.07972834,-0.038537893,-0.141568202,-0.045695716,-0.222373391,0.910842294,0.890232975,0.914426523,0.901433692,1,NA,0.089157706,0.954749104,NA,0.98655914,NA,0.372311828,NA,NA,0.058243728,1,0.4464
29,Cond29,0.9,0.6,0,0,5,0.1,1,1,0.3,0,0,0.1,-0.006017614,0.000433372,0.003267331,0.001917146,-0.000898393,-0.010029357,0.000433372,0.003267331,0.001917146,-0.008983933,0.063561879,0.087968112,0.076464958,0.107813544,0.0617687,0.077949959,0.071692018,0.086923305,-0.028211541,-0.113883921,-0.062419966,-0.193762655,0.921471173,0.91749503,0.90805169,0.909542744,0.999502982,0.988568588,NA,NA,0.08250497,NA,0.09194831,0.32306163,NA,NA,0.056163022,1,0.4024
30,Cond30,0.9,0.6,0,0.6,5,0.1,1,1,0.3,0.3,0,0.1,-0.009723081,-0.007367708,3.95E-05,-0.000910593,0.001182255,-0.016205135,-0.012279513,3.95E-05,-0.000910593,0.011822547,0.063850784,0.08166137,0.071517865,0.101652193,0.06126827,0.072892763,0.070971696,0.080431748,-0.040446083,-0.107377659,-0.007636832,-0.208755406,0.915613718,0.905685921,0.921028881,0.897111913,1,0.98601083,NA,0.939079422,NA,NA,0.078971119,0.352888087,NA,NA,0.057310469,1,0.4432
31,Cond31,0.9,0.6,0.3,0,5,0.1,1,1,0.3,0,0.3,0.1,-0.012435184,0.004010207,-0.002544872,-0.004277884,-0.005247367,-0.020725307,0.004010207,-0.008482906,-0.023766021,-0.052473666,0.063506274,0.088593077,0.072155659,0.109754822,0.060827897,0.076079873,0.06725476,0.086284384,-0.042174999,-0.141243581,-0.067921202,-0.213844254,0.912940057,0.895813511,0.900095147,0.905803996,0.99096099,0.986679353,NA,NA,0.104186489,0.977640343,NA,0.306850618,NA,0.932921028,NA,1,0.4204
32,Cond32,0.9,0.6,0.3,0.6,5,0.1,1,1,0.3,0.3,0.3,0.1,-0.010311806,-0.003767805,-0.000560229,-0.004044102,-0.001356167,-0.017186343,-0.006279675,-0.001867428,-0.022467236,-0.013561671,0.06356034,0.081249627,0.06804527,0.094172173,0.060953514,0.069767702,0.065072095,0.075855045,-0.041013396,-0.141316643,-0.043694082,-0.194506802,0.913733906,0.890128755,0.908154506,0.901716738,0.997424893,0.986266094,NA,0.945922747,NA,0.975965665,NA,0.378540773,NA,0.954935622,NA,1,0.466
33,Cond33,0.45,0,0,0,10,0,1,1,0,0,0,0,0.003333099,-0.000752455,-1.50E-06,5.38E-05,-0.000502046,0.003333099,-0.000752455,-1.50E-06,5.38E-05,-0.000502046,0.046970862,0.050330582,0.047712652,0.056164424,0.046215946,0.047173145,0.046604679,0.051222887,-0.016071989,-0.062733965,-0.02322179,-0.087983394,0.928402367,0.920118343,0.927514793,0.918343195,1,NA,0.071597633,NA,0.079881657,NA,0.072485207,NA,0.081656805,NA,0.000591716,1,0.676
34,Cond34,0.45,0,0,0.6,10,0,1,1,0,0.3,0,0,0.002655364,-0.005457537,-0.0002373,-0.000508019,0.000121355,0.002655364,-0.009095894,-0.0002373,-0.000508019,0.000121355,0.046817694,0.047428617,0.047337976,0.053497143,0.046286778,0.044335858,0.046030248,0.048276352,-0.011340073,-0.06520872,-0.027625334,-0.097590075,0.931574369,0.919396927,0.92490577,0.917947231,1,NA,0.068425631,1,NA,NA,0.07509423,NA,0.082052769,NA,0.000579878,1,0.6898
35,Cond35,0.45,0,0.3,0,10,0,1,1,0,0,0.3,0,0.001062217,0.003431762,-0.000286222,0.000280481,-0.000392367,0.001062217,0.003431762,-0.000954074,0.000280481,-0.000392367,0.048364254,0.050202974,0.045812094,0.055700534,0.046090574,0.046678372,0.04378232,0.050180613,-0.04701158,-0.070207033,-0.044306523,-0.099099966,0.922152261,0.911562679,0.918145392,0.921579851,1,NA,0.077847739,NA,0.088437321,1,NA,NA,0.078420149,NA,0.062106468,1,0.6988
36,Cond36,0.45,0,0.3,0.6,10,0,1,1,0,0.3,0.3,0,-0.000223845,-0.003733343,-0.001747604,-0.00069453,0.000777613,-0.000223845,-0.006222238,-0.005825348,-0.00069453,0.000777613,0.047126849,0.047784564,0.045241577,0.053635492,0.046326578,0.04397027,0.043646493,0.047144136,-0.016981194,-0.079822721,-0.035257037,-0.121027246,0.932940516,0.91694725,0.925645342,0.914141414,1,NA,0.067059484,1,NA,1,NA,NA,0.085858586,NA,0.056958474,1,0.7128
37,Cond37,0.45,0.6,0,0,10,0,1,1,0.3,0,0,0,-0.007306834,-0.002855913,0.000320749,0.000201002,0.001292458,-0.012178057,-0.002855913,0.000320749,0.000201002,0.001292458,0.045674956,0.053998306,0.053311487,0.057587773,0.043050628,0.051074715,0.050423821,0.051430823,-0.057456603,-0.05414228,-0.054165924,-0.106914183,0.917433832,0.925489068,0.922324511,0.92146145,1,0.999712313,NA,NA,0.074510932,NA,0.077675489,NA,0.07853855,NA,0.060701956,1,0.6952
38,Cond38,0.45,0.6,0,0.6,10,0,1,1,0.3,0.3,0,0,-0.009971994,-0.004082731,0.001235599,0.000147132,0.001208695,-0.016619989,-0.006804551,0.001235599,0.000147132,0.001208695,0.045371095,0.052328072,0.051510397,0.052746615,0.043373903,0.048410586,0.050036978,0.048093974,-0.044019032,-0.074863946,-0.028604299,-0.088207392,0.920683857,0.91059417,0.926569507,0.923206278,0.999719731,1,NA,0.999439462,NA,NA,0.073430493,NA,0.076793722,NA,0.059977578,1,0.7136
39,Cond39,0.45,0.6,0.3,0,10,0,1,1,0.3,0,0.3,0,-0.005548964,-0.001353507,-0.000976675,-0.001892772,9.53E-06,-0.009248273,-0.001353507,-0.003255584,-0.0105154,9.53E-06,0.044747926,0.054395693,0.050448427,0.054807436,0.043155792,0.051125181,0.048304194,0.050448676,-0.035580056,-0.060124469,-0.042503473,-0.079528628,0.93135332,0.918744746,0.924628748,0.924628748,0.996917904,1,NA,NA,0.081255254,0.999719809,NA,NA,0.075371252,0.999719809,NA,1,0.7138
40,Cond40,0.45,0.6,0.3,0.6,10,0,1,1,0.3,0.3,0.3,0,-0.006556867,-0.006047452,-0.000210562,-0.002447587,-2.62E-05,-0.010928111,-0.010079087,-0.000701872,-0.013597705,-2.62E-05,0.044834563,0.051352966,0.048422597,0.050644819,0.043237763,0.046632908,0.046171787,0.0451305,-0.035615368,-0.091914037,-0.046482649,-0.108882187,0.923997918,0.903695992,0.923997918,0.914888079,0.997917751,1,NA,0.999479438,NA,1,NA,NA,0.085111921,1,NA,1,0.7684
41,Cond41,0.9,0,0,0,10,0,1,1,0,0,0,0,0.000570011,0.001847091,-0.000306766,5.45E-06,0.00135613,0.000570011,0.001847091,-0.000306766,5.45E-06,0.00135613,0.046166232,0.051255107,0.047917743,0.055986911,0.046084323,0.046699848,0.046707246,0.050413571,-0.001774229,-0.088874242,-0.025261978,-0.099547205,0.93618267,0.911885246,0.919789227,0.915398126,1,NA,0.06381733,NA,0.088114754,NA,0.080210773,NA,0.084601874,NA,0.00029274,1,0.6832
42,Cond42,0.9,0,0,0.6,10,0,1,1,0,0.3,0,0,0.000465089,-0.005072579,0.000386938,-0.000643579,0.000206411,0.000465089,-0.008454298,0.000386938,-0.000643579,0.000206411,0.048189353,0.047902938,0.047516414,0.054278349,0.045914793,0.044109595,0.04581788,0.047830057,-0.047200461,-0.079188118,-0.035746252,-0.11880044,0.926662877,0.909039227,0.929789653,0.91529278,1,NA,0.073337123,0.999431495,NA,NA,0.070210347,NA,0.08470722,NA,0.000284252,1,0.7036
43,Cond43,0.9,0,0.3,0,10,0,1,1,0,0,0.3,0,-0.00045401,0.001074191,-0.003809313,-0.000127374,0.000453806,-0.00045401,0.001074191,-0.01269771,-0.000127374,0.000453806,0.047486082,0.049911658,0.045498806,0.055670061,0.046095591,0.046651758,0.043955404,0.050284108,-0.029282076,-0.065313393,-0.033921806,-0.096747749,0.929208633,0.915107914,0.928057554,0.922014388,1,NA,0.070791367,NA,0.084892086,1,NA,NA,0.077985612,NA,0.056115108,1,0.695
44,Cond44,0.9,0,0.3,0.6,10,0,1,1,0,0.3,0.3,0,-0.002639031,-0.004469696,-0.001105605,-0.001312715,0.001688094,-0.002639031,-0.007449493,-0.003685349,-0.001312715,0.001688094,0.046944187,0.048968221,0.045008723,0.053213209,0.045936477,0.044004376,0.043423715,0.04677249,-0.021466132,-0.101368684,-0.035215582,-0.121036098,0.934494196,0.903814262,0.927307905,0.904367054,1,NA,0.065505804,0.999170813,NA,1,NA,NA,0.095632946,NA,0.053620785,1,0.7236
45,Cond45,0.9,0.6,0,0,10,0,1,1,0.3,0,0,0,-0.005310077,-0.00088142,-0.000606244,-0.000462735,-0.001448848,-0.008850128,-0.00088142,-0.000606244,-0.000462735,-0.001448848,0.045254686,0.054002116,0.051276692,0.05617697,0.043210538,0.051230598,0.050157465,0.051462493,-0.045169859,-0.051322413,-0.021827206,-0.08392188,0.922965955,0.927582227,0.933641085,0.922388921,0.999711483,1,NA,NA,0.072417773,NA,0.066358915,NA,0.077611079,NA,0.052510098,1,0.6932
46,Cond46,0.9,0.6,0,0.6,10,0,1,1,0.3,0.3,0,0,-0.006746725,-0.007256632,0.001658214,0.000206341,-0.000961213,-0.011244542,-0.012094386,0.001658214,0.000206341,-0.000961213,0.045529841,0.051622443,0.052184685,0.052894488,0.043293997,0.048367413,0.049709416,0.048087995,-0.049107219,-0.063054552,-0.047432868,-0.090869449,0.920755781,0.920191765,0.922165821,0.921319797,1,1,NA,0.998871968,NA,NA,0.077834179,NA,0.078680203,NA,0.067399887,1,0.7092
47,Cond47,0.9,0.6,0.3,0,10,0,1,1,0.3,0,0.3,0,-0.005442904,0.004252528,-0.00239715,-0.002814224,-0.000671871,-0.009071506,0.004252528,-0.007990499,-0.015634577,-0.000671871,0.044931072,0.054809905,0.049089844,0.055828113,0.043067164,0.050693911,0.048002881,0.05006311,-0.04148373,-0.075095811,-0.022142312,-0.103263431,0.925792107,0.914118955,0.924680378,0.917732073,0.997776543,1,NA,NA,0.085881045,0.999722068,NA,NA,0.082267927,0.999444136,NA,1,0.7196
48,Cond48,0.9,0.6,0.3,0.6,10,0,1,1,0.3,0.3,0.3,0,-0.005069159,-0.004812356,-0.000404857,-0.002245949,-0.001367767,-0.008448598,-0.008020593,-0.001349523,-0.012477495,-0.001367767,0.044716723,0.051264661,0.047956929,0.050718574,0.043203823,0.046521696,0.046002181,0.044547596,-0.033832989,-0.092519204,-0.040760498,-0.121670977,0.925673907,0.906307249,0.920439675,0.910232923,0.997906307,1,NA,0.998953154,NA,0.999738288,NA,NA,0.089767077,0.999738288,NA,1,0.7642
49,Cond49,0.45,0,0,0,10,0.1,1,1,0,0,0,0.1,0.001440099,0.00148406,0.000773427,-3.30E-05,-0.001196175,0.001440099,0.00148406,0.000773427,-3.30E-05,-0.011961755,0.047698804,0.049326713,0.046875321,0.056170745,0.045981638,0.046952903,0.046061087,0.05103268,-0.036000186,-0.048124236,-0.017370218,-0.091472261,0.92527538,0.922596011,0.93033641,0.922596011,1,NA,0.07472462,NA,0.077403989,NA,0.06966359,0.534385234,NA,NA,0.000595415,1,0.6718
50,Cond50,0.45,0,0,0.6,10,0.1,1,1,0,0.3,0,0.1,-0.000967203,-0.00590282,-0.001207128,-0.000586458,-0.000315415,-0.000967203,-0.009838034,-0.001207128,-0.000586458,-0.003154146,0.046475474,0.04684487,0.046787594,0.053728318,0.045887136,0.044326352,0.046131616,0.048034072,-0.01265909,-0.053762938,-0.014020335,-0.105982219,0.929875398,0.921472037,0.937119675,0.915676615,1,NA,0.070124602,0.999710229,NA,NA,0.062880325,0.587365981,NA,NA,0.000289771,1,0.6902
51,Cond51,0.45,0,0.3,0,10,0.1,1,1,0,0,0.3,0.1,0.002139659,0.001983173,-0.000352994,0.000740925,-0.001056798,0.002139659,0.001983173,-0.001176648,0.000740925,-0.01056798,0.04847842,0.050101405,0.04546944,0.05483211,0.046086249,0.046625313,0.043727017,0.050030326,-0.049345073,-0.069381128,-0.038320748,-0.087572485,0.920379419,0.919229664,0.920379419,0.920379419,0.999425122,NA,0.079620581,NA,0.080770336,1,NA,0.556481748,NA,NA,0.064386318,1,0.6958
52,Cond52,0.45,0,0.3,0.6,10,0.1,1,1,0,0.3,0.3,0.1,0.000524773,-0.003111063,-0.002793735,-0.000485323,-0.001317011,0.000524773,-0.005185105,-0.009312449,-0.000485323,-0.013170108,0.047475457,0.047294304,0.045499658,0.053339381,0.046029912,0.043890792,0.043619431,0.047492696,-0.03044826,-0.071964521,-0.041324,-0.109612916,0.92893117,0.916060436,0.925853386,0.916060436,0.999720201,NA,0.07106883,0.999720201,NA,1,NA,0.584219362,NA,NA,0.056239508,1,0.7148
