,Cond.,Rho,HetInd,a.p.cs,b.s,K,Nbar,postVar,missingRate,Method,a.para,cp.para,b.para,beta1.para,a.bias,cp.bias,b.bias,ab.bias,beta1.bias,a.Ebias,cp.Ebias,b.Ebias,ab.Ebias,beta1.Ebias,a.empSE,cp.empSE,b.empSE,beta1.empSE,a.meanSE,cp.meanSE,b.meanSE,beta1.meanSE,a.seRbias,cp.seRbias,b.seRbias,beta1.seRbias,a.CoverageRate,cp.CoverageRate,b.CoverageRate,beta1.CoverageRate,ab.CoverageRate,a.power,a.typeIerror,cp.power,cp.typeIerror,b.power,b.typeIerror,beta1.power,beta1.typeIerror,ab.power,ab.typeIerror,ConvergenceRate,posDefRate
150,Cond342,0.9,0,0,0.3,5,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.011883655,-0.005879348,-0.034912923,-7.57E-05,0.009297445,0.011883655,-0.009798913,-0.11637641,-7.57E-05,0.092974448,0.116813903,0.071071698,0.110080488,0.075918233,0.069605944,0.104948786,0.076120752,0.06702919,-0.013125775,-0.020623589,-0.046617728,0.002667604,0.945454545,0.968181818,0.940909091,0.963636364,1,NA,NA,0.954545455,NA,0.695454545,NA,0.404545455,NA,NA,NA,1,0.044
151,Cond343,0.9,0,0.6,0,5,80,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.106832529,-0.022533096,0.014332324,0.009343103,0.004777427,-0.178054215,-0.03755516,0.014332324,0.009343103,0.047774274,0.089785832,0.061019633,0.125220746,0.064005581,0.070093417,0.115782733,0.071809011,0.064351625,0.199675533,0.148702695,-0.075371003,0.121917968,0.972067039,0.966480447,0.916201117,0.966480447,1,0.659217877,NA,0.972067039,NA,NA,NA,0.379888268,NA,NA,NA,1,0.0358
152,Cond344,0.9,0,0.6,0.3,5,80,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.086405321,0.0037627,-0.021135857,-0.038341286,0.004295893,-0.144008868,0.006271166,-0.070452857,-0.213007147,0.042958931,0.104907655,0.069804178,0.113952413,0.07552656,0.074341679,0.105511805,0.071549769,0.087660628,0.020133587,0.065003287,-0.074071341,-0.052654206,0.9625,0.98125,0.925,0.94375,0.98125,0.65625,NA,0.975,NA,0.7125,NA,0.45,NA,0.25625,NA,1,0.032
153,Cond345,0.45,0,0,0,5,120,1.5,0.6,CSMMA,0,0.3,0,0.1,0.043935703,-0.011957708,0.015438807,-0.001725654,-0.005011085,0.043935703,-0.019929513,0.015438807,-0.001725654,-0.05011085,0.100995927,0.051690028,0.095290083,0.06236618,0.051612699,0.089593341,0.060945721,0.022845184,-0.083409145,-0.001496017,-0.059783155,-0.022776115,0.903225806,0.949308756,0.921658986,0.940092166,1,NA,NA,0.995391705,NA,NA,NA,0.447004608,NA,NA,NA,1,0.0434
154,Cond346,0.45,0,0,0.3,5,120,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.019718315,0.005644664,-0.037345829,0.001592152,-0.000149379,0.019718315,0.009407774,-0.124486098,0.001592152,-0.00149379,0.090077144,0.056724789,0.090441613,0.063370786,0.05690981,0.083001551,0.061889737,0.051052835,0.019518359,0.003261726,-0.082263705,-0.023371156,0.939393939,0.939393939,0.939393939,0.954545455,1,NA,NA,0.98989899,NA,0.833333333,NA,0.454545455,NA,NA,NA,1,0.0396
155,Cond347,0.45,0,0.6,0,5,120,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.066239156,-0.017815464,0.004026888,0.000819849,-0.01009628,-0.110398593,-0.029692439,0.004026888,0.000819849,-0.100962798,0.091587265,0.062308052,0.109479071,0.063764994,0.058705418,0.095497726,0.060760092,0.055983477,-0.054220793,-0.057819714,-0.127707922,-0.047124638,0.913580247,0.950617284,0.913580247,0.932098765,1,0.839506173,NA,0.981481481,NA,NA,NA,0.469135802,NA,NA,NA,1,0.0324
156,Cond348,0.45,0,0.6,0.3,5,120,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.116305609,0.036740462,-0.026830387,-0.049348775,-0.003268253,-0.193842682,0.061234103,-0.089434622,-0.274159861,-0.032682526,0.090825524,0.054667324,0.097057678,0.070122816,0.061666574,0.085855229,0.062001211,0.068632657,-0.017135785,0.128033509,-0.115420535,-0.115819723,0.92173913,0.973913043,0.895652174,0.939130435,0.991304348,0.756521739,NA,1,NA,0.817391304,NA,0.47826087,NA,0.391304348,NA,1,0.023
157,Cond349,0.9,0,0,0,5,120,1.5,0.6,CSMMA,0,0.3,0,0.1,0.0588248,-0.010478776,0.015597086,-0.00079145,0.001108632,0.0588248,-0.017464627,0.015597086,-0.00079145,0.011086322,0.087040607,0.048371188,0.102750773,0.067911424,0.052173725,0.089209071,0.060835258,0.022185183,0.060213938,0.078611626,-0.131791722,-0.104196989,0.944954128,0.97706422,0.876146789,0.949541284,1,NA,NA,0.995412844,NA,NA,NA,0.490825688,NA,NA,NA,1,0.0436
158,Cond350,0.9,0,0,0.3,5,120,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.033728283,-0.026833408,-0.033836345,0.004446269,-0.004621823,0.033728283,-0.044722347,-0.112787818,0.004446269,-0.046218226,0.099197442,0.056403177,0.087302262,0.06175477,0.056995643,0.084561139,0.063692855,0.053031624,-0.061248805,0.01050413,-0.031398082,0.031383565,0.926470588,0.960784314,0.901960784,0.946078431,1,NA,NA,0.990196078,NA,0.857843137,NA,0.460784314,NA,NA,NA,1,0.0408
159,Cond351,0.9,0,0.6,0,5,120,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.078465432,-0.01167357,0.008448255,0.004823869,0.001979217,-0.130775721,-0.01945595,0.008448255,0.004823869,0.019792171,0.096709342,0.057593387,0.102759919,0.061726844,0.057578149,0.095906771,0.056583546,0.054533536,-0.101216105,-0.000264588,-0.06669086,-0.08332352,0.896969697,0.939393939,0.945454545,0.957575758,1,0.83030303,NA,0.987878788,NA,NA,NA,0.563636364,NA,NA,NA,1,0.033
160,Cond352,0.9,0,0.6,0.3,5,120,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.083742262,0.021420334,-0.039873705,-0.049815294,0.011259994,-0.139570437,0.035700557,-0.13291235,-0.276751631,0.112599943,0.08728755,0.055145093,0.113612832,0.062808214,0.059691667,0.08711438,0.056529967,0.069701076,0.008365158,0.082447489,-0.233234678,-0.099959018,0.948453608,0.958762887,0.855670103,0.917525773,0.989690722,0.804123711,NA,0.989690722,NA,0.75257732,NA,0.597938144,NA,0.432989691,NA,1,0.0194
161,Cond353,0.45,0,0,0,10,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.058274415,-0.004813836,0.012423311,-0.004852905,-0.001770708,0.058274415,-0.00802306,0.012423311,-0.004852905,-0.017707078,0.116232545,0.040501829,0.114039324,0.041454264,0.044494655,0.111119847,0.043453535,0.033139626,-0.015984975,0.098583861,-0.025600616,0.048228367,0.904761905,0.964285714,0.928571429,0.94047619,1,NA,NA,1,NA,NA,NA,0.666666667,NA,NA,NA,1,0.0336
162,Cond354,0.45,0,0,0.3,10,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.00821136,-0.021280519,-0.0400941,0.002077886,-0.001716438,0.00821136,-0.035467532,-0.133647,0.002077886,-0.01716438,0.114753868,0.050888111,0.103809208,0.044499815,0.051079961,0.102390185,0.043257153,0.062805762,-0.031899844,0.003770045,-0.013669529,-0.027925122,0.937853107,0.943502825,0.926553672,0.960451977,1,NA,NA,1,NA,0.689265537,NA,0.661016949,NA,NA,NA,1,0.0354
163,Cond355,0.45,0,0.6,0,10,80,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.05572431,-0.027029669,0.015913834,0.005794433,-0.003897241,-0.092873851,-0.045049448,0.015913834,0.005794433,-0.038972405,0.110562929,0.049910777,0.110699948,0.047355047,0.055056354,0.117644724,0.044403203,0.070614055,-0.041260136,0.103095505,0.062735132,-0.06233429,0.923076923,0.970414201,0.946745562,0.946745562,1,0.680473373,NA,1,NA,NA,NA,0.609467456,NA,NA,NA,1,0.0338
164,Cond356,0.45,0,0.6,0.3,10,80,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.059356874,0.035607911,-0.041567529,-0.041083728,-0.000170682,-0.098928124,0.059346519,-0.138558428,-0.228242936,-0.001706824,0.104252893,0.052823844,0.11352813,0.043100629,0.057103527,0.103951667,0.040286535,0.084628683,-0.006445994,0.081018015,-0.084353217,-0.065291253,0.945578231,0.918367347,0.925170068,0.959183673,0.979591837,0.734693878,NA,1,NA,0.673469388,NA,0.741496599,NA,0.319727891,NA,1,0.0294
165,Cond357,0.9,0,0,0,10,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.066569233,-0.014464683,0.031086089,0.002641907,-0.005219864,0.066569233,-0.024107806,0.031086089,0.002641907,-0.052198643,0.110560389,0.040257536,0.108194287,0.039296899,0.043997298,0.109191312,0.041997259,0.032003234,0.018132539,0.092895943,0.009215138,0.068716874,0.914110429,0.957055215,0.944785276,0.987730061,1,NA,NA,1,NA,NA,NA,0.63803681,NA,NA,NA,1,0.0326
166,Cond358,0.9,0,0,0.3,10,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.021499991,-0.022210057,-0.027881999,0.005721582,-0.001386315,0.021499991,-0.037016761,-0.092939995,0.005721582,-0.013863147,0.113434768,0.045657262,0.104378962,0.043255946,0.052122623,0.101955842,0.045518931,0.066418857,-0.013232498,0.141606406,-0.023214644,0.052316165,0.935897436,0.961538462,0.916666667,0.967948718,1,NA,NA,1,NA,0.743589744,NA,0.634615385,NA,NA,NA,1,0.0312
167,Cond359,0.9,0,0.6,0,10,80,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.06013429,-0.020909693,0.017351201,0.005930748,-0.001211717,-0.100223816,-0.034849489,0.017351201,0.005930748,-0.012117172,0.095893668,0.051680178,0.122486724,0.043225278,0.053797473,0.11409202,0.041547531,0.069370538,0.084978703,0.040969205,-0.068535617,-0.038814022,0.970930233,0.959302326,0.930232558,0.953488372,1,0.755813953,NA,1,NA,NA,NA,0.662790698,NA,NA,NA,1,0.0344
168,Cond360,0.9,0,0.6,0.3,10,80,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.068761835,0.049793964,-0.058938236,-0.051651644,0.001560134,-0.114603058,0.08298994,-0.196460787,-0.286953576,0.015601337,0.10359688,0.055942885,0.114058983,0.044100252,0.055503867,0.104910725,0.039007878,0.082659187,0.002928732,-0.007847618,-0.080206383,-0.115472679,0.94375,0.9,0.925,0.91875,0.975,0.725,NA,0.98125,NA,0.625,NA,0.7375,NA,0.2125,NA,1,0.032
169,Cond361,0.45,0,0,0,10,120,1.5,0.6,CSMMA,0,0.3,0,0.1,0.028184136,-0.00674441,0.012862569,0.00065403,-0.003907576,0.028184136,-0.011240683,0.012862569,0.00065403,-0.039075758,0.097052461,0.03227729,0.091783761,0.036664595,0.035575891,0.089910215,0.036376853,0.022372412,-0.043578559,0.102195718,-0.020412607,-0.007847961,0.953177258,0.959866221,0.946488294,0.949832776,1,NA,NA,1,NA,NA,NA,0.739130435,NA,NA,NA,1,0.0598
170,Cond362,0.45,0,0,0.3,10,120,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.012226529,-0.006783049,-0.028427492,0.0017351,-0.001287941,0.012226529,-0.011305082,-0.094758306,0.0017351,-0.012879405,0.103294534,0.042579259,0.094318324,0.03579998,0.041452778,0.083525735,0.035408404,0.053169652,-0.114605978,-0.02645609,-0.114427274,-0.010937894,0.917355372,0.946280992,0.91322314,0.94214876,1,NA,NA,1,NA,0.863636364,NA,0.801652893,NA,NA,NA,1,0.0484
171,Cond363,0.45,0,0.6,0,10,120,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.064439037,-0.026735446,0.031391838,0.018667043,0.003890261,-0.107398395,-0.044559077,0.031391838,0.018667043,0.038902608,0.091991827,0.046037423,0.100727862,0.03806018,0.04511631,0.094891141,0.03698887,0.055053496,-0.061625432,-0.020007916,-0.057945452,-0.028147803,0.915178571,0.9375,0.915178571,0.9375,1,0.839285714,NA,1,NA,NA,NA,0.794642857,NA,NA,NA,1,0.0448
172,Cond364,0.45,0,0.6,0.3,10,120,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.053690521,0.021647546,-0.02921116,-0.03431197,0.000200225,-0.089484202,0.036079243,-0.097370534,-0.190622054,0.002002251,0.09201488,0.048195394,0.101902439,0.033022097,0.048337144,0.08568322,0.035273275,0.071371368,-0.072521669,0.002941154,-0.159164195,0.068171872,0.93902439,0.908536585,0.865853659,0.951219512,0.993902439,0.792682927,NA,1,NA,0.817073171,NA,0.774390244,NA,0.524390244,NA,1,0.0328
173,Cond365,0.9,0,0,0,10,120,1.5,0.6,CSMMA,0,0.3,0,0.1,0.036364621,-0.004010913,0.021696062,0.001729431,0.002090601,0.036364621,-0.006684855,0.021696062,0.001729431,0.020906007,0.098640028,0.031342992,0.090737215,0.034860497,0.035272439,0.089409952,0.03639397,0.022411599,-0.06459196,0.125369244,-0.014627553,0.043988854,0.922839506,0.962962963,0.944444444,0.959876543,1,NA,NA,1,NA,NA,NA,0.793209877,NA,NA,NA,1,0.0648
174,Cond366,0.9,0,0,0.3,10,120,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.031711939,-0.010841957,-0.041798841,0.009386696,0.001699275,0.031711939,-0.018069928,-0.139329472,0.009386696,0.01699275,0.096000852,0.044531268,0.09517985,0.038641921,0.041640134,0.083957253,0.036124572,0.050360249,-0.04530447,-0.0649237,-0.117909382,-0.065145545,0.924444444,0.946666667,0.893333333,0.928888889,1,NA,NA,1,NA,0.791111111,NA,0.791111111,NA,NA,NA,1,0.045
175,Cond367,0.9,0,0.6,0,10,120,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.07108726,-0.017588535,0.020939654,0.01318044,-0.000158792,-0.118478767,-0.029314225,0.020939654,0.01318044,-0.001587916,0.089037224,0.046245345,0.110012771,0.036778547,0.044176966,0.094155604,0.035500117,0.054497715,-0.031621334,-0.0447262,-0.144139327,-0.03476023,0.934693878,0.942857143,0.893877551,0.951020408,1,0.816326531,NA,1,NA,NA,NA,0.783673469,NA,NA,NA,1,0.049
176,Cond368,0.9,0,0.6,0.3,10,120,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.056162692,0.022063504,-0.023756666,-0.031864956,0.000436879,-0.093604486,0.036772506,-0.079188887,-0.177027534,0.00436879,0.087830293,0.046598794,0.099622998,0.032038708,0.048194661,0.08411669,0.033956785,0.070939244,-0.046110268,0.034246957,-0.155649877,0.059867486,0.938356164,0.917808219,0.876712329,0.979452055,1,0.849315068,NA,1,NA,0.835616438,NA,0.821917808,NA,0.547945205,NA,1,0.0292
177,Cond369,0.45,0,0,0,30,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.003889041,-0.004611085,0.001585655,-0.000750466,-0.000655137,0.003889041,-0.007685142,0.001585655,-0.000750466,-0.006551372,0.068337226,0.020549095,0.067963217,0.020170774,0.022355009,0.075433013,0.021609179,0.012993092,0.116052675,0.087882871,0.10990939,0.071311343,0.950549451,0.965201465,0.957875458,0.95970696,1,NA,NA,1,NA,NA,NA,0.989010989,NA,NA,NA,1,0.2184
178,Cond370,0.45,0,0,0.3,30,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.003593013,-0.006064322,-0.009418707,0.000628352,-0.001626284,0.003593013,-0.010107204,-0.03139569,0.000628352,-0.016262835,0.070235639,0.027175457,0.066616372,0.021020558,0.029981054,0.069789147,0.021658725,0.044525852,0.05846707,0.103240103,0.04762756,0.030359147,0.958110517,0.974153298,0.934046346,0.948306595,1,NA,NA,1,NA,0.967023173,NA,0.986631016,NA,NA,NA,1,0.2244
179,Cond371,0.45,0,0.6,0,30,80,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.010965431,-0.007670514,0.006265825,0.003231315,-0.000996434,-0.018275719,-0.012784191,0.006265825,0.003231315,-0.009964338,0.064944892,0.030506957,0.073484594,0.020923973,0.032926528,0.07983091,0.021670069,0.048667176,0.081352831,0.079312078,0.086362535,0.035657469,0.951286765,0.955882353,0.950367647,0.954044118,1,0.975183824,NA,1,NA,NA,NA,0.988051471,NA,NA,NA,1,0.2176
180,Cond372,0.45,0,0.6,0.3,30,80,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.007300527,-0.004532193,-0.006040484,-0.005855081,-0.001234133,-0.012167545,-0.007553654,-0.020134945,-0.032528229,-0.012341326,0.065167151,0.035759702,0.067787301,0.020814964,0.035843926,0.071461222,0.020223177,0.059921787,0.046440194,0.002355296,0.054197779,-0.028430826,0.948015123,0.939508507,0.944234405,0.943289225,0.998109641,0.97731569,NA,1,NA,0.966918715,NA,0.992438563,NA,0.918714556,NA,1,0.2116
181,Cond373,0.9,0,0,0,30,80,1.5,0.6,CSMMA,0,0.3,0,0.1,0.010169459,-0.007395524,0.000992465,6.19782551898007e-05,-0.001906417,0.010169459,-0.012325873,0.000992465,6.19782551898007e-05,-0.019064171,0.069621483,0.021436673,0.067790009,0.02083366,0.022305038,0.074840711,0.021539709,0.013154699,0.079949268,0.040508375,0.104007987,0.033889788,0.956738769,0.952579035,0.957570715,0.949251248,1,NA,NA,1,NA,NA,NA,0.988352745,NA,NA,NA,1,0.2404
182,Cond374,0.9,0,0,0.3,30,80,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.007895766,-0.005117328,-0.007323936,0.001407832,-0.001230607,0.007895766,-0.00852888,-0.024413121,0.001407832,-0.012306074,0.069988419,0.027516282,0.066294272,0.021371321,0.030127612,0.069568762,0.021684274,0.045059925,0.06430818,0.094901269,0.049393269,0.014643582,0.939306358,0.970134875,0.947013487,0.952793834,1,NA,NA,1,NA,0.970134875,NA,0.990366089,NA,NA,NA,1,0.2076
183,Cond375,0.9,0,0.6,0,30,80,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.018271372,-0.00975272,0.006087311,0.00302572,-0.000638002,-0.030452287,-0.016254533,0.006087311,0.00302572,-0.006380015,0.064197201,0.030404707,0.074312868,0.020850395,0.032833026,0.080094205,0.021899738,0.048351125,0.087957315,0.079866543,0.077797246,0.050327237,0.958073149,0.961641392,0.943800178,0.950936664,1,0.970561998,NA,1,NA,NA,NA,0.990187333,NA,NA,NA,1,0.2242
184,Cond376,0.9,0,0.6,0.3,30,80,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.006685952,-0.00304003,-0.002329643,-0.003054586,-0.000544851,-0.011143254,-0.005066717,-0.007765478,-0.01696992,-0.00544851,0.062377183,0.034265272,0.069794354,0.020173051,0.035649271,0.070872337,0.020307797,0.059555926,0.083477756,0.040390728,0.01544513,0.006679533,0.954797048,0.951107011,0.933579336,0.954797048,0.994464945,0.983394834,NA,1,NA,0.967712177,NA,0.995387454,NA,0.922509225,NA,1,0.2168
185,Cond377,0.45,0,0,0,30,120,1.5,0.6,CSMMA,0,0.3,0,0.1,-0.00150151,-0.003340218,0.001080992,-0.000290475,-0.000883814,-0.00150151,-0.005567031,0.001080992,-0.000290475,-0.008838135,0.060886556,0.018387746,0.057927024,0.017902361,0.01867463,0.062361047,0.018374371,0.0096077,0.040259788,0.015601923,0.076544982,0.026365759,0.948501153,0.947732513,0.954650269,0.949269792,1,NA,NA,1,NA,NA,NA,0.997694081,NA,NA,NA,1,0.2602
186,Cond378,0.45,0,0,0.3,30,120,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.004064681,-0.005512751,-0.00402288,0.000624337,-0.000490209,0.004064681,-0.009187918,-0.0134096,0.000624337,-0.004902091,0.05705693,0.023683721,0.055311409,0.018123823,0.024988946,0.057799185,0.018087019,0.037096716,0.079100483,0.055110655,0.044977641,-0.002030663,0.951471758,0.964200477,0.937151949,0.951471758,1,NA,NA,1,NA,0.99681782,NA,0.996022275,NA,NA,NA,1,0.2514
187,Cond379,0.45,0,0.6,0,30,120,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.013548905,-0.003970359,-0.000726392,-0.001161404,-0.000441528,-0.022581508,-0.006617264,-0.000726392,-0.001161404,-0.00441528,0.057288863,0.025483041,0.061402907,0.018601239,0.027427363,0.067058606,0.018152731,0.04037292,0.014253072,0.076298663,0.092108011,-0.024111746,0.937694704,0.964174455,0.941588785,0.942367601,1,0.989875389,NA,1,NA,NA,NA,0.998442368,NA,NA,NA,1,0.2568
188,Cond380,0.45,0,0.6,0.3,30,120,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.001099898,-0.004737091,-0.000286279,-0.000448298,-0.000406634,-0.001833163,-0.007895152,-0.000954262,-0.002490546,-0.004066337,0.054088956,0.028870036,0.056360403,0.017789518,0.030157188,0.060050193,0.017039139,0.050286097,0.064301917,0.044584383,0.065467773,-0.042180981,0.956349206,0.957936508,0.942857143,0.943650794,0.997619048,0.996031746,NA,1,NA,0.992063492,NA,0.999206349,NA,0.985714286,NA,1,0.252
189,Cond381,0.9,0,0,0,30,120,1.5,0.6,CSMMA,0,0.3,0,0.1,0.001898475,-0.003812391,0.003267515,-0.000395019,-0.000787655,0.001898475,-0.006353985,0.003267515,-0.000395019,-0.007876547,0.059455931,0.01812562,0.059798246,0.018233179,0.018659102,0.062388354,0.018500964,0.009553603,0.06559884,0.029432469,0.043314112,0.014686678,0.953539823,0.950589971,0.938053097,0.950589971,1,NA,NA,1,NA,NA,NA,0.999262537,NA,NA,NA,1,0.2712
190,Cond382,0.9,0,0,0.3,30,120,1.5,0.6,CSMMA,0,0.3,0.3,0.1,0.002171981,-0.004368989,-0.003370526,-0.000105587,0.000249103,0.002171981,-0.007281648,-0.011235087,-0.000105587,0.002491034,0.06035513,0.024102625,0.05590095,0.018026921,0.025269102,0.058637614,0.018189052,0.037687072,0.030229819,0.048396301,0.048955595,0.008993872,0.941087613,0.953927492,0.940332326,0.950151057,1,NA,NA,1,NA,0.991691843,NA,0.997734139,NA,NA,NA,1,0.2648
191,Cond383,0.9,0,0.6,0,30,120,1.5,0.6,CSMMA,0.3,0.3,0,0.1,-0.011672584,-0.006065875,0.003436767,0.001312464,0.000959716,-0.019454307,-0.010109792,0.003436767,0.001312464,0.009597156,0.056928867,0.026000464,0.064349387,0.018496156,0.027625518,0.067640179,0.01821396,0.040799282,0.014176172,0.062500943,0.051139444,-0.015256969,0.940448569,0.960556845,0.938901779,0.94354215,1,0.99845321,NA,1,NA,NA,NA,0.997679814,NA,NA,NA,1,0.2586
192,Cond384,0.9,0,0.6,0.3,30,120,1.5,0.6,CSMMA,0.3,0.3,0.3,0.1,-0.007109224,-0.000376566,-0.002145763,-0.003418571,-0.000446714,-0.011848707,-0.000627609,-0.007152544,-0.018992062,-0.004467141,0.055796717,0.029934355,0.059074518,0.016825825,0.030151263,0.060487968,0.017224867,0.050070995,0.013485253,0.007246138,0.02392655,0.023716055,0.933634992,0.95173454,0.930618401,0.947963801,0.998491704,0.993966817,NA,1,NA,0.987933635,NA,1,NA,0.978129713,NA,1,0.2652
193,Cond97,0.45,0,0,0,5,80,1,0.4,PSMMA,0.00027535,0.315057273,-0.000303443,0.103677436,0.010922849,-0.019393617,0.011784795,0.000236173,-0.002493282,0.010922849,-0.030777923,0.011784795,0.000236173,-0.024048458,0.068372612,0.056609409,0.108542588,0.077847681,0.060792988,0.112703692,0.073297614,0.020080995,0.091622404,0.073902549,0.038336135,-0.058448338,0.95584989,0.958057395,0.947019868,0.960264901,1,NA,0.04415011,0.984547461,NA,NA,0.055187638,0.381898455,NA,NA,0,1,0.0906
194,Cond98,0.45,0,0,0.3,5,80,1,0.4,PSMMA,0.00026906,0.312594345,0.081692927,0.103375447,0.012837466,-0.007653844,0.004551493,-0.001371632,0.00085335,0.012837466,-0.012242454,0.05571465,-0.001371632,0.008254865,0.065620847,0.061568522,0.108459828,0.08457845,0.061037835,0.11117513,0.075109117,0.022985148,0.15754822,-0.008619447,0.025035101,-0.111959176,0.966,0.94,0.95,0.944,1,NA,0.034,0.982,NA,0.124,NA,0.382,NA,NA,0,1,0.1
195,Cond99,0.45,0,0.6,0,5,80,1,0.4,PSMMA,0.313093725,0.314782604,0.000406522,0.103520379,-0.052136238,-0.028608122,0.005609306,0.001913197,-0.011587018,-0.083259794,-0.045441079,0.005609306,0.001913197,-0.111929826,0.071017076,0.072556335,0.125652572,0.080380212,0.075539764,0.121696907,0.072219151,0.072947291,0.015683054,0.041118789,-0.031480968,-0.10153072,0.933579336,0.955719557,0.95202952,0.948339483,1,0.959409594,NA,0.959409594,NA,NA,0.04797048,0.387453875,NA,NA,0.033210332,1,0.0542
196,Cond100,0.45,0,0.6,0.3,5,80,1,0.4,PSMMA,0.313392685,0.380037036,0.082394465,0.102800894,-0.013509262,-0.019415642,0.015042014,0.007180575,-0.002655872,-0.02155325,-0.025544407,0.182560979,0.13904082,-0.02583511,0.062388691,0.066624819,0.112917798,0.058689965,0.068970112,0.117279719,0.063698347,0.074334271,0.138071419,0.035201483,0.038629168,0.085336254,0.969387755,0.945578231,0.948979592,0.962585034,1,0.982993197,NA,1,NA,0.166666667,NA,0.408163265,NA,0.142857143,NA,1,0.0588
197,Cond101,0.9,0,0,0,5,80,1,0.4,PSMMA,-8.65E-05,0.140514672,-0.000138926,0.05167556,-0.005889441,-0.009561504,0.020355389,4.47307571131719e-05,-0.014540984,-0.005889441,-0.034023153,0.020355389,4.47307571131719e-05,-0.281389967,0.064804291,0.060180671,0.117593579,0.083302148,0.065860322,0.115081581,0.079480748,0.020250279,0.122086983,0.094376656,-0.021361697,-0.045873962,0.958579882,0.967455621,0.937869822,0.955621302,1,NA,0.044378698,0.582840237,NA,NA,0.062130178,0.100591716,NA,NA,0,1,0.0676
198,Cond102,0.9,0,0,0.3,5,80,1,0.4,PSMMA,-0.000542906,0.141040665,0.015310866,0.05113896,-6.98E-05,-0.001563803,0.004666794,-0.000562795,-0.003314206,-6.98E-05,-0.005543801,0.304802738,-0.000562795,-0.06480784,0.066617483,0.068931352,0.114567842,0.082677828,0.066632445,0.116388122,0.077110405,0.020662451,0.127733345,-0.033350677,0.015888226,-0.067338762,0.971988796,0.949579832,0.949579832,0.946778711,1,NA,0.028011204,0.579831933,NA,0.053221289,NA,0.100840336,NA,NA,0,1,0.0714
199,Cond103,0.9,0,0.6,0,5,80,1,0.4,PSMMA,0.13907268,0.141130905,-0.000538819,0.050964582,-0.008134353,-0.011503138,0.009467201,0.00115692,-0.002715683,-0.029244971,-0.040753435,0.009467201,0.00115692,-0.053285689,0.06286342,0.066958828,0.1206432,0.085155874,0.068124017,0.117008928,0.0782109,0.037097808,0.186054255,0.017401563,-0.030124134,-0.081556014,0.967164179,0.949253731,0.934328358,0.946268657,1,0.462686567,NA,0.537313433,NA,NA,0.065671642,0.146268657,NA,NA,0.008955224,1,0.067
200,Cond104,0.9,0,0.6,0.3,5,80,1,0.4,PSMMA,0.139337493,0.186766966,0.015680978,0.056389541,-0.00695506,0.005601148,0.002341656,-0.000597121,-0.005109443,-0.024957605,0.014995019,0.149331011,-0.136644266,-0.090609761,0.065004455,0.058661969,0.12267022,0.072255124,0.064781134,0.116527003,0.071548997,0.037341421,0.142660371,0.104312299,-0.05007912,-0.009772685,0.962616822,0.959501558,0.943925234,0.962616822,1,0.442367601,NA,0.819314642,NA,0.059190031,NA,0.137071651,NA,0.003115265,NA,1,0.0642
